,userId,movieId,timestamp,tiempo_viendo,vista
0,1,2012,2000-07-30 19:09:36,31.0,1
1,1,553,2000-07-30 19:09:13,0.38333333333333336,0
2,1,1445,2000-07-30 19:08:32,0.6833333333333333,0
3,1,157,2000-07-30 19:08:20,0.2,0
4,1,3448,2000-07-30 19:07:34,0.7666666666666667,0
5,1,151,2000-07-30 19:07:21,0.21666666666666667,0
6,1,1090,2000-07-30 19:06:58,0.38333333333333336,0
7,1,1224,2000-07-30 19:06:58,0.0,0
8,1,527,2000-07-30 19:06:42,0.26666666666666666,0
9,1,2353,2000-07-30 19:04:21,2.35,0
10,1,3033,2000-07-30 19:02:42,1.65,0
11,1,3702,2000-07-30 19:02:17,0.4166666666666667,0
12,1,1270,2000-07-30 19:01:45,0.5333333333333333,0
13,1,2291,2000-07-30 19:01:04,0.6833333333333333,0
14,1,163,2000-07-30 19:00:50,0.23333333333333334,0
15,1,1265,2000-07-30 18:59:59,0.85,0
16,1,2338,2000-07-30 18:59:06,0.8833333333333333,0
17,1,3273,2000-07-30 18:58:56,0.16666666666666666,0
18,1,1644,2000-07-30 18:58:56,0.0,0
19,1,3386,2000-07-30 18:58:04,0.8666666666666667,0
20,1,1092,2000-07-30 18:58:04,0.0,0
21,1,2648,2000-07-30 18:56:54,1.1666666666666667,0
22,1,1278,2000-07-30 18:56:54,0.0,0
23,1,2644,2000-07-30 18:56:33,0.35,0
24,1,1219,2000-07-30 18:56:33,0.0,0
25,1,2959,2000-07-30 18:54:42,1.85,0
26,1,2329,2000-07-30 18:54:23,0.31666666666666665,0
27,1,1208,2000-07-30 18:54:10,0.21666666666666667,0
28,1,954,2000-07-30 18:53:39,0.5166666666666667,0
29,1,2387,2000-07-30 18:52:03,1.6,0
30,1,3247,2000-07-30 18:51:48,0.25,0
31,1,2616,2000-07-30 18:51:20,0.4666666666666667,0
32,1,1620,2000-07-30 18:50:56,0.4,0
33,1,1805,2000-07-30 18:50:56,0.0,0
34,1,2985,2000-07-30 18:50:34,0.36666666666666664,0
35,1,1396,2000-07-30 18:50:17,0.2833333333333333,0
36,1,2580,2000-07-30 18:50:00,0.2833333333333333,0
37,1,296,2000-07-30 18:49:27,0.55,0
38,1,1617,2000-07-30 18:49:11,0.26666666666666666,0
39,1,1213,2000-07-30 18:49:11,0.0,0
40,1,1089,2000-07-30 18:49:11,0.0,0
41,1,608,2000-07-30 18:48:51,0.3333333333333333,0
42,1,1030,2000-07-30 18:48:23,0.4666666666666667,0
43,1,2033,2000-07-30 18:48:23,0.0,0
44,1,1029,2000-07-30 18:47:35,0.8,0
45,1,2096,2000-07-30 18:47:18,0.2833333333333333,0
46,1,596,2000-07-30 18:47:18,0.0,0
47,1,661,2000-07-30 18:47:18,0.0,0
48,1,2137,2000-07-30 18:46:31,0.7833333333333333,0
49,1,3034,2000-07-30 18:46:31,0.0,0
50,1,1032,2000-07-30 18:46:31,0.0,0
51,1,1282,2000-07-30 18:45:03,1.4666666666666666,0
52,1,1,2000-07-30 18:45:03,0.0,0
53,1,2899,2000-07-30 18:45:03,0.0,0
54,1,736,2000-07-30 18:44:13,0.8333333333333334,0
55,1,1377,2000-07-30 18:44:13,0.0,0
56,1,1031,2000-07-30 18:44:13,0.0,0
57,1,2641,2000-07-30 18:43:40,0.55,0
58,1,1676,2000-07-30 18:43:40,0.0,0
59,1,1552,2000-07-30 18:43:40,0.0,0
60,1,2450,2000-07-30 18:43:40,0.0,0
61,1,2099,2000-07-30 18:43:08,0.5333333333333333,0
62,1,2470,2000-07-30 18:43:08,0.0,0
63,1,648,2000-07-30 18:42:43,0.4166666666666667,0
64,1,2046,2000-07-30 18:42:43,0.0,0
65,1,349,2000-07-30 18:42:43,0.0,0
66,1,590,2000-07-30 18:42:26,0.2833333333333333,0
67,1,2115,2000-07-30 18:42:09,0.2833333333333333,0
68,1,2414,2000-07-30 18:41:53,0.26666666666666666,0
69,1,3168,2000-07-30 18:41:35,0.3,0
70,1,2366,2000-07-30 18:41:02,0.55,0
71,1,3740,2000-07-30 18:40:17,0.75,0
72,1,70,2000-07-30 18:40:00,0.2833333333333333,0
73,1,2640,2000-07-30 18:39:37,0.38333333333333336,0
74,1,3729,2000-07-30 18:39:23,0.23333333333333334,0
75,1,423,2000-07-30 18:39:23,0.0,0
76,1,480,2000-07-30 18:39:06,0.2833333333333333,0
77,1,1587,2000-07-30 18:39:06,0.0,0
78,1,2528,2000-07-30 18:38:48,0.3,0
79,1,3441,2000-07-30 18:38:48,0.0,0
80,1,316,2000-07-30 18:38:30,0.3,0
81,1,2273,2000-07-30 18:38:30,0.0,0
82,1,2406,2000-07-30 18:38:30,0.0,0
83,1,1275,2000-07-30 18:38:10,0.3333333333333333,0
84,1,1573,2000-07-30 18:38:10,0.0,0
85,1,2916,2000-07-30 18:38:10,0.0,0
86,1,592,2000-07-30 18:37:51,0.31666666666666665,0
87,1,3527,2000-07-30 18:37:51,0.0,0
88,1,2991,2000-07-30 18:37:51,0.0,0
89,1,2529,2000-07-30 18:37:22,0.48333333333333334,0
90,1,2993,2000-07-30 18:37:22,0.0,0
91,1,6,2000-07-30 18:37:04,0.3,0
92,1,2000,2000-07-30 18:36:51,0.21666666666666667,0
93,1,2948,2000-07-30 18:36:31,0.3333333333333333,0
94,1,2947,2000-07-30 18:36:16,0.25,0
95,1,1954,2000-07-30 18:36:16,0.0,0
96,1,110,2000-07-30 18:36:16,0.0,0
97,1,1222,2000-07-30 18:31:49,4.45,0
98,1,1291,2000-07-30 18:31:49,0.0,0
99,1,2949,2000-07-30 18:31:28,0.35,0
100,1,2028,2000-07-30 18:31:28,0.0,0
101,1,1214,2000-07-30 18:30:55,0.55,0
102,1,3440,2000-07-30 18:29:59,0.9333333333333333,0
103,1,3439,2000-07-30 18:29:59,0.0,0
104,1,1920,2000-07-30 18:29:40,0.31666666666666665,0
105,1,3489,2000-07-30 18:29:35,0.08333333333333333,0
106,1,673,2000-07-30 18:29:35,0.0,0
107,1,2253,2000-07-30 18:29:35,0.0,0
108,1,2054,2000-07-30 18:29:07,0.4666666666666667,0
109,1,3479,2000-07-30 18:28:45,0.36666666666666664,0
110,1,2105,2000-07-30 18:28:45,0.0,0
111,1,2143,2000-07-30 18:28:45,0.0,0
112,1,2005,2000-07-30 18:28:30,0.25,0
113,1,2193,2000-07-30 18:28:30,0.0,0
114,1,2093,2000-07-30 18:28:30,0.0,0
115,1,2797,2000-07-30 18:28:30,0.0,0
116,1,1967,2000-07-30 18:28:30,0.0,0
117,1,2174,2000-07-30 18:28:00,0.5,0
118,1,2872,2000-07-30 18:28:00,0.0,0
119,1,1097,2000-07-30 18:28:00,0.0,0
120,1,1073,2000-07-30 18:28:00,0.0,0
121,1,3671,2000-07-30 18:26:29,1.5166666666666666,0
122,1,923,2000-07-30 18:25:29,1.0,0
123,1,1927,2000-07-30 18:24:57,0.5333333333333333,0
124,1,1256,2000-07-30 18:24:02,0.9166666666666666,0
125,1,1136,2000-07-30 18:22:07,1.9166666666666667,0
126,1,1080,2000-07-30 18:22:07,0.0,0
127,1,2502,2000-07-30 18:21:18,0.8166666666666667,0
128,1,3,2000-07-30 18:20:47,0.5166666666666667,0
